defcount,addr_state,ERcount,Schcount,Curcount,DTI,income,shortcount,longcount,Period,ER_rate,Def_rate,termRatio
31,NV,40,10,400,14.157344262295087,67306.17639344263,185,120,2011-01-01,0.08316008316008316,0.06444906444906445,0.6486486486486487
13,WI,44,10,392,14.671044176706829,62923.75020080322,141,108,2011-01-01,0.09586056644880174,0.02832244008714597,0.7659574468085106
221,CA,583,189,5827,13.197386569872958,71438.05863624577,2633,1224,2011-01-01,0.08548387096774193,0.032404692082111435,0.46486897075579187
14,CT,72,16,645,13.690671641791026,79157.7584079602,240,162,2011-01-01,0.0963855421686747,0.018741633199464525,0.675
1,MT,8,5,70,14.362941176470589,59512.82352941176,25,26,2011-01-01,0.09523809523809523,0.011904761904761904,1.04
16,NC,47,20,688,14.223942598187323,64802.44107250756,419,243,2011-01-01,0.0609597924773022,0.020752269779507133,0.5799522673031027
32,MD,107,26,861,13.439199999999996,77566.22576363638,329,221,2011-01-01,0.10428849902534112,0.031189083820662766,0.6717325227963525
1,DE,10,3,101,14.968035714285714,70445.0,38,18,2011-01-01,0.08695652173913043,0.008695652173913044,0.47368421052631576
31,MO,55,20,589,15.07329145728643,61335.61678391959,265,133,2011-01-01,0.07913669064748201,0.04460431654676259,0.5018867924528302
35,IL,139,40,1322,13.77601635514019,68870.89978971962,568,288,2011-01-01,0.09049479166666667,0.022786458333333332,0.5070422535211268
25,WA,72,19,674,13.782135306553931,65031.90661733615,329,144,2011-01-01,0.09113924050632911,0.03164556962025317,0.4376899696048632
6,AL,44,4,387,14.821239669421491,67716.51578512396,150,92,2011-01-01,0.09977324263038549,0.013605442176870748,0.6133333333333333
36,OH,104,39,1062,15.028793604651192,62576.54332848838,411,277,2011-01-01,0.08380338436744561,0.029008863819500404,0.6739659367396593
2,NM,16,9,160,14.975108695652175,61786.59782608696,57,35,2011-01-01,0.0855614973262032,0.0106951871657754,0.6140350877192983
53,PA,135,29,1292,14.68122940430924,63338.549746514575,499,290,2011-01-01,0.08946322067594434,0.03512259774685222,0.5811623246492986
3,SD,6,3,52,14.426000000000002,52195.998,26,14,2011-01-01,0.09375,0.046875,0.5384615384615384
99,NY,349,84,3174,12.730774161735699,71885.82598126233,1347,681,2011-01-01,0.09417161359956827,0.02671343766864544,0.5055679287305123
68,TX,259,70,2273,14.440978260869569,75180.71222146739,984,488,2011-01-01,0.09700374531835206,0.02546816479400749,0.4959349593495935
9,WV,19,1,152,15.76152173913043,57330.65173913044,55,37,2011-01-01,0.10497237569060773,0.049723756906077346,0.6727272727272727
51,GA,133,39,1112,14.418506224066386,69610.20326417703,454,269,2011-01-01,0.099625468164794,0.038202247191011236,0.5925110132158591
37,MA,117,26,1092,13.038310291858672,75832.24092165897,434,217,2011-01-01,0.09198113207547169,0.02908805031446541,0.5
4,KS,30,12,222,14.208429319371744,63455.89884816754,121,70,2011-01-01,0.11194029850746269,0.014925373134328358,0.5785123966942148
28,CO,76,23,635,14.134960835509133,67231.72919060053,242,141,2011-01-01,0.09973753280839895,0.03674540682414698,0.5826446280991735
111,FL,208,60,2395,13.893986275732974,64589.94859638178,1058,545,2011-01-01,0.07498197548666186,0.04001441961067051,0.5151228733459358
3,AK,4,3,69,15.75078431372549,66838.37333333334,30,21,2011-01-01,0.05063291139240506,0.0379746835443038,0.7
9,AR,25,5,204,16.372054794520547,55259.600410958905,99,47,2011-01-01,0.102880658436214,0.037037037037037035,0.47474747474747475
10,OK,29,2,256,14.545690607734809,64958.69127071823,110,71,2011-01-01,0.09764309764309764,0.03367003367003367,0.6454545454545455
9,UT,20,7,203,14.070298507462688,67281.41134328357,84,50,2011-01-01,0.08368200836820083,0.03765690376569038,0.5952380952380952
3,HI,11,1,149,14.50592592592593,66863.45925925925,71,37,2011-01-01,0.06707317073170732,0.018292682926829267,0.5211267605633803
68,AZ,173,40,1628,16.539715481171577,63782.6221171548,1004,191,2012-01-01,0.09062336301728653,0.035620743844945,0.1902390438247012
28,SC,81,26,882,18.319381933438958,65724.26743264661,494,137,2012-01-01,0.07964601769911504,0.02753195673549656,0.2773279352226721
24,LA,77,20,906,17.64093272171256,67790.51807339449,495,159,2012-01-01,0.07497565725413827,0.023369036027263874,0.3212121212121212
34,MN,119,26,1199,17.452587570621475,63887.47246327684,718,167,2012-01-01,0.08635703918722787,0.02467343976777939,0.23259052924791088
130,NJ,313,104,3112,15.675923809523836,76973.07496190476,1682,418,2012-01-01,0.08554249795025963,0.03552883301448483,0.24851367419738407
4,DC,43,16,288,13.918947368421051,78558.8701754386,150,21,2012-01-01,0.1225071225071225,0.011396011396011397,0.14
36,OR,73,15,906,16.37529323308271,60374.78222556391,555,110,2012-01-01,0.070873786407767,0.03495145631067961,0.1981981981981982
74,VA,270,70,2382,16.79510155316608,73633.59277777777,1302,372,2012-01-01,0.09656652360515021,0.026466380543633764,0.2857142857142857
14,RI,37,12,344,15.985020408163278,66241.57975510204,206,39,2012-01-01,0.09090909090909091,0.0343980343980344,0.18932038834951456
22,KY,59,21,648,17.928605664488003,65123.8582788671,361,98,2012-01-01,0.07866666666666666,0.029333333333333333,0.27146814404432135
1,WY,16,6,172,19.283199999999994,64402.71776,101,24,2012-01-01,0.08205128205128205,0.005128205128205128,0.2376237623762376
11,NH,31,10,343,17.638755020080318,66823.58032128515,200,49,2012-01-01,0.07848101265822785,0.027848101265822784,0.245
