defcount,State,ERcount,Schcount,Curcount,DTI,income,shortcount,longcount,Period,ER_rate,Def_rate,termRatio
8,DC,57,9,1114,16.807696078431366,86377.54411764706,144,60,2015-01-01,0.047979797979797977,0.006734006734006734,0.4166666666666667
62,OR,286,33,5221,18.69234782608696,64628.368504347825,810,340,2015-01-01,0.05105319528739736,0.011067475901463763,0.41975308641975306
172,VA,600,55,11990,19.12354825291181,81887.87237936769,1520,884,2015-01-01,0.04681282671451978,0.01341967699149567,0.5815789473684211
26,RI,87,7,1803,18.30261455525606,73296.19363881402,255,116,2015-01-01,0.0452418096723869,0.013520540821632865,0.4549019607843137
59,KY,181,20,3950,19.99735618115056,68317.64189718483,512,305,2015-01-01,0.04299287410926366,0.014014251781472684,0.595703125
7,WY,57,5,1009,21.21798122065727,69598.4315023474,136,77,2015-01-01,0.05287569573283859,0.006493506493506494,0.5661764705882353
14,NH,87,9,1953,19.328005390835592,76630.05132075472,258,113,2015-01-01,0.04217159476490548,0.0067862336403296175,0.437984496124031
136,MI,498,52,10554,19.712596153846174,70508.96927010489,1539,749,2015-01-01,0.044306049822064056,0.012099644128113879,0.4866796621182586
95,NV,305,33,5687,19.464980015987205,70156.17429256593,905,346,2015-01-01,0.049836601307189546,0.015522875816993464,0.38232044198895027
81,WI,260,20,5406,19.400482026143784,66847.39376633987,826,398,2015-01-01,0.045084099185018205,0.01404543089994798,0.48184019370460046
868,CA,3503,430,58287,17.633445301484628,80698.79318736005,8684,3373,2015-01-01,0.05552561501394877,0.013758559472482881,0.38841547673883003
55,CT,303,51,6076,18.304712643678155,86741.13531388152,767,364,2015-01-01,0.04672320740169622,0.008481110254433308,0.4745762711864407
12,MT,69,3,1252,20.52003773584905,59439.551622641506,180,85,2015-01-01,0.051646706586826345,0.008982035928143712,0.4722222222222222
160,NC,597,57,11343,19.683520958083825,71396.12297005988,1594,911,2015-01-01,0.04910751007649913,0.013161141729044994,0.5715181932245922
6,VT,28,6,842,20.718125,69782.773125,121,55,2015-01-01,0.031746031746031744,0.006802721088435374,0.45454545454545453
144,MD,479,51,9482,18.51083163265304,82613.0626122449,1235,725,2015-01-01,0.04716423788893265,0.014178810555336747,0.5870445344129555
14,DE,49,7,1140,19.69588235294118,72981.32188235293,160,95,2015-01-01,0.04049586776859504,0.011570247933884297,0.59375
95,MO,356,34,6548,20.01571111111113,70730.63908888889,880,470,2015-01-01,0.0506185127257216,0.013507749182425708,0.5340909090909091
211,IL,767,113,16509,18.615325352977305,79564.30473603439,2254,1004,2015-01-01,0.043579545454545454,0.011988636363636363,0.4454303460514641
129,WA,517,51,9182,18.75021847070509,74925.8736146971,1387,627,2015-01-01,0.052333232108513004,0.013058001822046765,0.4520547945205479
18,MS,40,1,1572,20.821078224101484,66346.65410147991,325,148,2015-01-01,0.024524831391784182,0.011036174126302882,0.4553846153846154
92,AL,241,19,5158,20.995355086372367,67329.42957773514,649,393,2015-01-01,0.04373865698729583,0.016696914700544463,0.6055469953775039
179,OH,626,60,13707,20.448275242544028,67358.48532518864,1786,997,2015-01-01,0.04295909964315125,0.012283832006587976,0.5582306830907054
35,NM,95,15,2346,21.39361445783135,67151.08710843373,334,164,2015-01-01,0.0381372942593336,0.014050582095543959,0.49101796407185627
214,PA,582,89,14590,20.0870428667113,72927.96289685198,1889,1097,2015-01-01,0.037609046849757674,0.01382875605815832,0.5807305452620434
12,SD,48,1,874,21.28670520231213,64040.09086705203,120,53,2015-01-01,0.051336898395721926,0.012834224598930482,0.44166666666666665
510,NY,1605,259,34043,17.56294009779952,79135.83737316623,4499,2045,2015-01-01,0.04407282313205371,0.014004448471867534,0.45454545454545453
384,TX,1609,171,32764,19.944605224963777,81135.69037880986,4705,2185,2015-01-01,0.04606619331195602,0.010994044892349977,0.46439957492029754
20,WV,101,14,2205,21.057180094786727,64578.80374407583,244,178,2015-01-01,0.04316239316239316,0.008547008547008548,0.7295081967213115
125,GA,666,63,13156,19.913963570127486,74268.46259380694,1836,909,2015-01-01,0.04753747323340471,0.008922198429693077,0.4950980392156863
112,MA,427,49,9202,17.797114206128143,85170.2962005571,1186,609,2015-01-01,0.04361593462717058,0.011440245148110317,0.5134907251264755
55,KS,190,20,3814,20.181548064918843,70237.72164794007,519,282,2015-01-01,0.04658004412846286,0.013483696984555038,0.5433526011560693
88,CO,501,39,8564,19.162509363295904,74649.4794060995,1193,676,2015-01-01,0.054503916449086164,0.009573542210617928,0.5666387259010897
392,FL,1385,174,27164,19.505771082189323,69777.44917097523,3863,1746,2015-01-01,0.04756998110939378,0.013463850249012536,0.4519803261713694
14,AK,49,8,1109,19.15407407407408,75157.65032407407,146,70,2015-01-01,0.04152542372881356,0.011864406779661017,0.4794520547945205
40,AR,144,17,3128,21.10562180579217,67051.75681431005,388,199,2015-01-01,0.04325623310303395,0.012015620306398318,0.5128865979381443
49,OK,175,18,3739,20.574431960049942,69819.19845193508,529,272,2015-01-01,0.04395880432052248,0.012308465209746294,0.5141776937618148
49,UT,180,11,2813,19.627391304347828,70564.59593645486,382,216,2015-01-01,0.05895840157222404,0.01604978709466099,0.5654450261780105
36,HI,102,10,2102,19.661285403050105,71605.3105882353,311,148,2015-01-01,0.04533333333333334,0.016,0.4758842443729904
158,AZ,553,69,10493,18.752257905138357,71576.89761857707,1373,651,2015-04-01,0.049055264791980836,0.014015789940565954,0.4741442097596504
57,SC,288,42,5779,20.3676248976249,69360.88405405406,778,443,2015-04-01,0.04670775218942588,0.009244242620823873,0.5694087403598972
96,LA,261,44,5651,19.97329983249585,76892.46582077052,774,420,2015-04-01,0.043126239259748844,0.015862524785194978,0.5426356589147286
141,MN,444,50,8532,19.349545719277817,70645.78438555622,1093,624,2015-04-01,0.04843460237809534,0.015381258863314061,0.5709057639524245
259,NJ,868,157,17559,17.64981492027332,86284.26644077447,2319,1193,2015-04-01,0.04606485166905482,0.013745157352863132,0.5144458818456231
13,DC,64,14,1260,16.22417721518987,91200.9476793249,166,71,2015-04-01,0.047372316802368614,0.009622501850481125,0.42771084337349397
92,OR,313,31,5911,18.20985790408527,66536.20944937832,794,332,2015-04-01,0.049314636836300614,0.014495037025366315,0.4181360201511335
252,VA,743,104,13718,19.300742836929572,82554.24917580474,1822,1005,2015-04-01,0.05014510359721941,0.017007491395019236,0.5515916575192097
31,RI,89,16,2101,18.054631336405546,74253.56479262673,277,157,2015-04-01,0.039785426911041574,0.013857845328565042,0.5667870036101083
60,KY,224,20,4578,20.04380901287555,70109.32864806867,585,347,2015-04-01,0.04588283490372798,0.012290045063498567,0.5931623931623932
21,WY,62,7,1135,20.92138888888888,70179.70574074074,139,77,2015-04-01,0.05061224489795919,0.017142857142857144,0.5539568345323741
15,NH,107,12,2325,19.627173913043485,71875.71583003951,351,155,2015-04-01,0.04351362342415616,0.0061000406669377795,0.4415954415954416
195,MI,559,72,12320,19.475100308641974,69696.73826388888,1792,800,2015-04-01,0.04252244028601856,0.014833409402099498,0.44642857142857145
120,NV,378,45,6497,19.205757575757566,70230.56917960088,952,401,2015-04-01,0.05369318181818182,0.017045454545454544,0.421218487394958
85,WI,307,28,6224,19.55446688206787,68061.1097657512,865,373,2015-04-01,0.046207104154124025,0.012793497892835641,0.43121387283236995
1079,CA,3972,614,65488,17.606702160733686,81369.82545546399,9200,3666,2015-04-01,0.05582336654814273,0.015164504658974324,0.3984782608695652
98,CT,318,62,7015,17.730980945659827,90203.50294283697,970,447,2015-04-01,0.04243961030294942,0.01307887361537435,0.4608247422680412
18,MT,73,16,1406,19.909003831417632,64258.14942528736,177,84,2015-04-01,0.04824851288830139,0.011896893588896233,0.4745762711864407
213,NC,655,96,13245,19.672065596650388,70469.06952198187,1785,1081,2015-04-01,0.0460975438102611,0.014990498979520022,0.6056022408963585
11,VT,36,6,999,21.41333333333334,64052.54728571428,145,65,2015-04-01,0.034220532319391636,0.010456273764258554,0.4482758620689655
189,MD,551,69,10979,18.387484822202968,83595.04346053772,1494,812,2015-04-01,0.04674244994910078,0.016033254156769598,0.5435073627844712
26,DE,70,9,1326,18.799793814432988,74082.20498281787,188,103,2015-04-01,0.04891684136967156,0.01816911250873515,0.5478723404255319
137,MO,382,39,7481,20.066143527833667,67777.75972501677,986,505,2015-04-01,0.047518348053240456,0.017041920636895136,0.5121703853955375
227,IL,885,113,19134,18.727420779220704,76129.4270155844,2699,1151,2015-04-01,0.04346971855199175,0.011149860012770765,0.4264542423119674
119,WA,564,69,10543,18.979413156649336,71667.13672503548,1386,727,2015-04-01,0.049933598937583,0.010535635236830456,0.5245310245310245
131,AL,298,34,5920,21.060016326530597,69104.96346938775,778,447,2015-04-01,0.046686511044963186,0.020523264922450258,0.5745501285347043
261,OH,699,89,15974,20.326694813027746,67651.77536188178,2107,1209,2015-04-01,0.041062092463138106,0.015332197614991482,0.5738016136687233
55,NM,130,14,2650,20.797415506958263,71168.48719681909,336,167,2015-04-01,0.04563004563004563,0.019305019305019305,0.49702380952380953
266,PA,748,132,17017,19.902185838231155,73288.24806605093,2306,1267,2015-04-01,0.041182624015856414,0.014645157738259099,0.5494362532523851
11,SD,47,6,998,21.15148936170213,63350.61404255319,117,71,2015-04-01,0.044256120527306965,0.010357815442561206,0.6068376068376068
671,NY,1815,334,38801,17.318572182633925,78763.5051675904,5219,2359,2015-04-01,0.04360779414238005,0.016121669349607168,0.4520022992910519
507,TX,1919,232,37749,19.842977888263768,82049.08153604607,5175,2468,2015-04-01,0.047491771227757565,0.012547330908010988,0.47690821256038646
26,WV,114,18,2612,21.410141592920365,68766.20483185841,338,227,2015-04-01,0.04115523465703971,0.009386281588447653,0.6715976331360947
178,GA,734,96,15347,19.88997811816193,73517.26029071586,2136,1063,2015-04-01,0.04487924182207276,0.01088352185875879,0.49765917602996257
137,MA,546,95,10646,17.563100810081014,80745.76261026104,1483,739,2015-04-01,0.04779411764705882,0.011992296918767508,0.4983142279163857
51,KS,187,31,4370,20.435503030303035,69162.0902060606,539,286,2015-04-01,0.04031041172666523,0.01099374865272688,0.5306122448979592
137,CO,598,49,9901,18.86273927392737,76774.06582272514,1381,740,2015-04-01,0.055966307908282636,0.012821712681328966,0.5358435916002896
541,FL,1553,270,31591,19.206010896775123,71660.0793344132,4635,2156,2015-04-01,0.045737004859372696,0.01593285230452069,0.4651564185544768
16,AK,69,5,1279,19.10442307692309,78669.60819230769,184,76,2015-04-01,0.050401753104455806,0.01168736303871439,0.41304347826086957
62,AR,180,24,3521,20.756783004552354,64141.340121396046,435,224,2015-04-01,0.04753102719831001,0.01637179825719567,0.5149425287356322
66,OK,201,18,4364,19.69392307692309,75467.46014285715,613,297,2015-04-01,0.04323510432351043,0.014196601419660141,0.48450244698205547
46,UT,206,19,3237,19.361467625899277,72479.89071942447,461,234,2015-04-01,0.05872291904218928,0.013112884834663626,0.5075921908893709
33,HI,143,17,2408,20.20881763527054,68054.25591182365,346,153,2015-04-01,0.05497885428681276,0.012687427912341407,0.4421965317919075
269,AZ,664,108,11992,19.219535433070877,73636.47101181104,1751,789,2015-07-01,0.050947594567636,0.02063991406429832,0.45059965733866364
98,SC,319,46,6601,20.747245136186788,76326.8280856031,806,479,2015-07-01,0.04515855039637599,0.013873159682899207,0.5942928039702233
115,LA,325,47,6547,20.42361532899496,74805.58009399856,864,519,2015-07-01,0.04620415126528291,0.01634916121694626,0.6006944444444444
176,MN,483,94,9750,19.563313039066475,71378.58031963471,1288,683,2015-07-01,0.045986860896886604,0.01675711701418642,0.53027950310559
328,NJ,915,212,20121,17.76789644012942,89102.61086382873,2697,1320,2015-07-01,0.042408231368186874,0.015202076381164257,0.489432703003337
13,DC,84,24,1388,16.200361445783138,93449.38281124498,168,81,2015-07-01,0.055666003976143144,0.008614976805831677,0.48214285714285715
99,OR,372,66,6607,18.541297648012986,66504.28107866991,807,426,2015-07-01,0.052071668533034715,0.013857782754759239,0.5278810408921933
298,VA,793,128,15513,19.387402123424028,83847.73256138021,1907,1107,2015-07-01,0.04739421467846044,0.017810184078412623,0.5804929208180388
25,RI,120,29,2440,18.83641325536063,73079.67631578947,347,166,2015-07-01,0.045906656465187455,0.009563886763580718,0.4783861671469741
87,KY,247,32,5273,20.43010367577756,67880.71517436382,660,401,2015-07-01,0.04380209256960454,0.015428267423302004,0.6075757575757575
19,WY,71,10,1262,20.483524229074884,76559.92475770926,154,73,2015-07-01,0.052129221732745964,0.013950073421439061,0.474025974025974
23,NH,137,26,2694,19.754414414414413,81728.70300900901,352,203,2015-07-01,0.04756944444444444,0.00798611111111111,0.5767045454545454
231,MI,671,117,14274,19.636451395896426,71823.14655903129,1996,977,2015-07-01,0.04387628326685412,0.015104949977113712,0.4894789579158317
165,NV,416,81,7388,19.096175144880885,70670.37345138441,1112,441,2015-07-01,0.05167701863354037,0.020496894409937887,0.3965827338129496
115,WI,333,55,7164,20.065613305613322,67279.18472626472,948,495,2015-07-01,0.04343289422199035,0.014999347854441111,0.5221518987341772
1324,CA,4453,787,74320,17.672305144193267,81948.17979085476,10951,4445,2015-07-01,0.055054151624548735,0.01636912121062262,0.40589900465710893
103,CT,369,83,8262,18.103734739178684,90267.6827580466,1160,642,2015-07-01,0.041850969717591016,0.011681977997051151,0.553448275862069
22,MT,84,12,1564,20.575724637681166,67039.52217391305,183,93,2015-07-01,0.04994054696789536,0.013079667063020214,0.5081967213114754
273,NC,719,134,15108,19.537417196386762,75016.39611575779,1899,1090,2015-07-01,0.04428976222742392,0.016816557841567083,0.573986308583465
13,VT,46,14,1162,20.838135593220343,66703.91728813559,148,88,2015-07-01,0.03724696356275304,0.010526315789473684,0.5945945945945946
215,MD,654,90,12626,18.71874904067537,83881.2326400614,1694,912,2015-07-01,0.04814133235185867,0.01582627898417372,0.538370720188902
29,DE,77,8,1545,19.058618618618624,79727.74804804806,225,108,2015-07-01,0.046413502109704644,0.017480409885473176,0.48
154,MO,414,65,8528,20.346851190476194,70299.01889285714,1089,591,2015-07-01,0.04519157297238293,0.016810391878615872,0.5426997245179064
252,IL,971,202,22173,19.107970430107525,78351.20333109319,3021,1443,2015-07-01,0.041147554877531994,0.010678871090770405,0.47765640516385305
190,WA,628,95,11785,18.969201856148494,76991.05010672855,1470,685,2015-07-01,0.04945660733973854,0.014962986297054654,0.46598639455782315
110,AL,350,63,6798,20.847123483226248,71094.86781584582,860,541,2015-07-01,0.04780767654691982,0.015025269771889086,0.6290697674418605
328,OH,868,154,18486,20.58050750906268,68016.24769549459,2432,1430,2015-07-01,0.043758822343214356,0.01653559185319621,0.5879934210526315
59,NM,165,20,3028,21.053151125401932,71947.8033118971,405,217,2015-07-01,0.0504278728606357,0.018031784841075794,0.5358024691358024
329,PA,861,188,19445,20.082467157120316,73998.82319232788,2325,1481,2015-07-01,0.041348508860394755,0.015799836719012632,0.6369892473118279
25,SD,79,18,1096,22.76772727272727,58177.99272727273,149,71,2015-07-01,0.06486042692939245,0.020525451559934318,0.47651006711409394
821,NY,1984,502,44445,17.505928946486414,80885.71309462629,6175,2776,2015-07-01,0.041547997989613,0.01719299715195175,0.44955465587044535
743,TX,2229,435,43389,20.2188990825688,82225.52200176854,6074,2973,2015-07-01,0.04763227626292846,0.01587742542097615,0.48946328613763584
37,WV,128,24,2952,21.396465028355376,70106.46102079394,303,226,2015-07-01,0.04075135307226998,0.01177968799745304,0.7458745874587459
311,GA,923,142,17654,19.45876730925872,76989.2267879446,2404,1279,2015-07-01,0.048502364687335785,0.016342616920651604,0.5320299500831946
215,MA,605,147,12272,17.744091785576554,79525.08553027382,1737,856,2015-07-01,0.04569831558274794,0.016239897273207946,0.49280368451352907
63,KS,216,47,4981,20.464108858057635,70123.12927427962,596,341,2015-07-01,0.04070096099491238,0.011871113623516111,0.5721476510067114
161,CO,690,92,11329,18.723032475748646,77106.06240826655,1567,804,2015-07-01,0.05622555410691004,0.01311929595827901,0.5130823229100191
702,FL,1834,373,36344,19.514303054032954,72179.06908379013,5332,2330,2015-07-01,0.04672254349985988,0.0178839833898046,0.43698424606151537
17,AK,89,15,1376,19.41550458715597,78841.79041284404,140,78,2015-07-01,0.05945223780895124,0.011356045424181697,0.5571428571428572
72,AR,217,47,4042,20.806884480746795,67997.5663243874,556,301,2015-07-01,0.04956601187756967,0.01644586569209685,0.5413669064748201
92,OK,228,44,5026,20.673499025341133,71307.72501949318,660,366,2015-07-01,0.042300556586270875,0.017068645640074213,0.5545454545454546
73,UT,234,29,3566,19.395729323308267,76009.77112781955,414,251,2015-07-01,0.05996924654023578,0.018708354689902614,0.606280193236715
62,HI,151,27,2663,20.670909090909102,76206.25971717172,318,177,2015-07-01,0.052015156734412676,0.021357216672407853,0.5566037735849056
236,AZ,716,113,13989,19.060019595035925,74773.66304376225,2140,922,2015-10-01,0.04756210973827554,0.01567689650591205,0.4308411214953271
96,SC,315,71,7681,20.323975672215084,76923.90970550576,995,567,2015-10-01,0.03858875413450937,0.011760382212421904,0.5698492462311557
148,LA,340,64,7452,20.5647220315717,75959.44159231297,983,474,2015-10-01,0.04247876061969016,0.018490754622688656,0.4821973550356053
170,MN,551,112,11280,19.65831146847226,74704.41647482014,1542,821,2015-10-01,0.04548831833567242,0.014034508379427062,0.5324254215304799
350,NJ,1023,224,23126,17.90002390265102,89641.8309039548,3089,1513,2015-10-01,0.0413784734862274,0.014156857986490313,0.48980252508902555
14,DC,83,21,1576,16.710392156862742,89464.24800653596,231,75,2015-10-01,0.048996458087367176,0.008264462809917356,0.3246753246753247
103,OR,412,80,7427,18.77499646643109,70589.96434628975,981,434,2015-10-01,0.05135876340064822,0.012839690850162054,0.44240570846075433
319,VA,849,173,17883,19.733115063325275,84394.54244408516,2385,1326,2015-10-01,0.04416354556803995,0.01659384103204328,0.5559748427672956
45,RI,122,33,2755,17.83702912621359,74906.16900970874,345,170,2015-10-01,0.04128595600676819,0.015228426395939087,0.4927536231884058
85,KY,254,57,6163,20.791671850699853,66139.54454898911,843,443,2015-10-01,0.03872541545967373,0.012959292575087666,0.5255041518386714
21,WY,67,11,1402,20.418493723849362,104018.85020920502,165,74,2015-10-01,0.04463690872751499,0.013990672884743505,0.4484848484848485
36,NH,140,35,3103,19.409338709677435,89928.3706451613,421,199,2015-10-01,0.04224502112251056,0.010863005431502716,0.47268408551068886
257,MI,735,138,16658,19.46716846898113,71460.63811895276,2380,1134,2015-10-01,0.04131999100517202,0.014447942433100967,0.4764705882352941
187,NV,447,90,8401,19.370633275762817,70609.16035693725,1266,471,2015-10-01,0.04898630136986301,0.020493150684931506,0.37203791469194314
112,WI,390,77,8309,20.166426914153153,68938.14722157773,1172,552,2015-10-01,0.04387938793879388,0.012601260126012601,0.4709897610921502
1428,CA,4755,1021,84565,17.762467763195644,85352.44731732478,12407,5042,2015-10-01,0.051814883021499634,0.015560810295415664,0.4063834931893286
118,CT,342,90,9636,17.94545218295217,89306.61534303536,1303,621,2015-10-01,0.03357549577851954,0.011584527783231886,0.476592478894858
28,MT,99,12,1781,19.903398876404506,64971.81901685394,254,102,2015-10-01,0.0515625,0.014583333333333334,0.4015748031496063
288,NC,812,174,17426,19.621957126948814,76721.39386971049,2332,1260,2015-10-01,0.043422459893048125,0.015401069518716578,0.5403087478559176
14,VT,50,13,1346,20.885517241379304,64044.96475095786,168,93,2015-10-01,0.035137034434293744,0.009838369641602248,0.5535714285714286
234,MD,701,133,14653,19.067027463651034,85279.19835218093,2002,1093,2015-10-01,0.04459003880160295,0.014884549328923096,0.545954045954046
21,DE,77,11,1791,19.49943661971832,76281.81757746478,223,132,2015-10-01,0.04052631578947368,0.011052631578947368,0.5919282511210763
125,MO,423,92,10030,20.252212885153995,70472.07070961718,1411,731,2015-10-01,0.03964386129334583,0.011715089034676664,0.5180722891566265
352,IL,1092,253,25675,18.90158876707059,80132.33220042316,3610,1589,2015-10-01,0.0398947829899167,0.012859856787958498,0.4401662049861496
166,WA,755,144,13313,19.157219436945645,78429.84153490164,1758,835,2015-10-01,0.052510780358881626,0.011545416608707748,0.474971558589306
154,AL,353,77,7871,21.447978273989147,70560.94508147253,1078,579,2015-10-01,0.04175044352454169,0.018214074512123004,0.5371057513914657
164,IN,465,6,10785,20.373831607384076,69652.76792886086,1447,774,2015-10-01,0.040718038528896675,0.01436077057793345,0.5348997926744989
314,OH,939,168,21435,20.761784897025212,69023.16362471397,2829,1541,2015-10-01,0.04108330416520826,0.013738186909345466,0.5447154471544715
54,NM,176,30,3485,20.99167364016737,74310.96634588564,508,209,2015-10-01,0.04699599465954606,0.014419225634178905,0.41141732283464566
342,PA,989,192,22438,19.926330823737835,73555.57410097434,2943,1573,2015-10-01,0.04127540586786862,0.014273193940152749,0.5344886170574243
28,SD,66,17,1238,21.862766798418974,70733.29296442687,164,89,2015-10-01,0.04892512972572276,0.020756115641215715,0.5426829268292683
926,NY,2153,534,51360,17.643579027355603,83107.38271276595,7380,3148,2015-10-01,0.039164680843323085,0.016844632819747875,0.4265582655826558
717,TX,2335,530,50705,20.301338777757362,84554.82281060745,7489,3409,2015-10-01,0.04301213918617717,0.013207581925691233,0.4552009614100681
56,WV,142,27,3173,20.981860986547083,67058.13210762333,292,154,2015-10-01,0.04178928781636257,0.0164802825191289,0.5273972602739726
272,GA,921,200,20649,19.68023473108482,77941.10558113035,2979,1409,2015-10-01,0.04178386716268941,0.012340078032846384,0.4729775092312857
208,MA,647,155,14123,17.64038098566937,83157.68131073054,1941,920,2015-10-01,0.04275424568823102,0.01374479614088416,0.4739824832560536
52,KS,255,59,5769,20.466715771230497,71790.37621317156,751,403,2015-10-01,0.04156479217603912,0.008475957620211898,0.5366178428761651
166,CO,735,110,12980,19.187757325319303,76577.94438392187,1805,857,2015-10-01,0.05253377171038525,0.011864770209420342,0.474792243767313
726,FL,1937,431,42309,19.46600176619933,74445.41622033337,6495,2564,2015-10-01,0.04266237913794243,0.015990132810607228,0.3947652040030793
25,AK,69,20,1516,20.04610236220474,80945.48397637795,175,79,2015-10-01,0.04233128834355828,0.015337423312883436,0.4514285714285714
80,AR,157,45,4792,21.218943798449622,67360.56540697675,654,378,2015-10-01,0.030942057548285377,0.015766653527788728,0.5779816513761468
114,OK,253,49,5817,20.284747307373653,73161.92263463132,785,422,2015-10-01,0.04059040590405904,0.018289748114872453,0.5375796178343949
79,UT,250,36,4071,19.89208045977011,72245.84619540231,542,328,2015-10-01,0.0563570784490532,0.017808836789900813,0.6051660516605166
60,HI,154,43,3023,19.75977309562398,73037.46491085898,422,195,2015-10-01,0.04695121951219512,0.018292682926829267,0.46208530805687204
247,AZ,883,143,15846,19.607977635782742,75297.79660702877,2277,853,2016-01-01,0.051580115660961504,0.014428412874583796,0.3746157224418094
96,SC,442,61,8740,20.846369119420967,75282.81720144754,1129,529,2016-01-01,0.04732840775243602,0.01027947317699968,0.4685562444641275
175,LA,384,73,8396,20.511637055837575,82282.8808502538,1115,461,2016-01-01,0.04253433761630483,0.019384138236597254,0.4134529147982063
228,MN,620,105,12663,20.10047517123288,77343.37999143836,1621,715,2016-01-01,0.04553466509988249,0.016745005875440658,0.44108574953732266
399,NJ,1238,234,26006,18.387813091980632,91005.28305830351,3449,1302,2016-01-01,0.044409369731319724,0.014312874412598198,0.37750072484778197
21,DC,112,25,1701,15.868374558303884,108479.98943462897,219,64,2016-01-01,0.06024744486282948,0.011296395911780527,0.2922374429223744
111,OR,483,92,8287,19.034282018111256,71862.69684346703,1126,420,2016-01-01,0.05382815112002675,0.01237044466733534,0.37300177619893427
369,VA,959,173,20035,19.585110867779935,89418.352116069,2467,1186,2016-01-01,0.044530089153046064,0.017134101040118872,0.48074584515606
49,RI,154,19,3071,18.40698884758363,73797.78444237918,387,151,2016-01-01,0.04676586699058609,0.014880048587913756,0.39018087855297157
110,KY,294,42,7007,20.14499999999999,74564.11482945736,864,426,2016-01-01,0.03944720246880451,0.014759157386287402,0.4930555555555556
26,WY,96,19,1560,21.42578595317725,77524.74578595319,202,97,2016-01-01,0.0564373897707231,0.015285126396237508,0.4801980198019802
33,NH,169,25,3544,19.651706586826354,82099.95357784431,482,186,2016-01-01,0.04481569875364625,0.008750994431185362,0.38589211618257263
302,MI,939,169,18715,19.800568214594797,72116.91678973177,2517,950,2016-01-01,0.0466583850931677,0.015006211180124223,0.37743345252284466
224,NV,531,112,9420,20.05305408271473,74143.68610816544,1416,470,2016-01-01,0.051618547681539804,0.021775055895790804,0.3319209039548023
108,WI,506,59,9459,20.909555677454744,71980.16453099286,1317,506,2016-01-01,0.04994078168180024,0.010659297275957363,0.384206529992407
1658,CA,5581,1103,94404,17.888229470326184,86757.98481876682,13594,4587,2016-01-01,0.05431841628871197,0.016136881241118877,0.3374282771811093
158,CT,481,97,10862,18.349215086646254,91832.36154434251,1409,553,2016-01-01,0.04147266770132781,0.013623038454906018,0.3924769339957417
32,MT,101,22,2007,21.477191601049878,66097.53616797901,267,114,2016-01-01,0.04671600370027752,0.014801110083256245,0.42696629213483145
327,NC,934,165,19851,20.009491041288026,75957.86852765517,2634,1217,2016-01-01,0.04389716595384688,0.015368707994548104,0.46203492786636297
11,VT,81,12,1537,21.435186440677974,68036.01193220339,207,88,2016-01-01,0.04936014625228519,0.006703229737964655,0.4251207729468599
243,MD,783,148,16311,19.0719668079096,90017.8807450565,1920,912,2016-01-01,0.04478124106376895,0.013897626537031742,0.475
32,DE,91,15,2036,20.44310704960836,81939.2121148825,280,103,2016-01-01,0.04185832566697332,0.014719411223551058,0.3678571428571429
180,MO,554,93,11390,20.895276634659357,73178.16365340649,1508,679,2016-01-01,0.04534664811328477,0.014733567979045592,0.45026525198938994
402,IL,1287,277,29043,19.498162729658784,81873.65892575927,3891,1443,2016-01-01,0.0415040794608017,0.012963978199877454,0.3708558211256746
218,WA,856,171,14749,19.389328608728068,80118.31585602387,1963,718,2016-01-01,0.053520070026259844,0.0136301112917344,0.36576668364747833
161,AL,429,83,8801,21.76291952588899,72185.81138490331,1120,483,2016-01-01,0.04528182393920203,0.01699387798184505,0.43125
198,IN,556,79,12240,20.736424825174815,76174.04393356644,1594,694,2016-01-01,0.04253040618067773,0.01514572018664423,0.4353826850690088
385,OH,1096,196,24317,20.909357315200708,71827.13525773195,3240,1319,2016-01-01,0.04216357620989459,0.014811110256212972,0.4070987654320988
201,TN,545,27,11704,21.23330833700927,71776.1381252757,1617,650,2016-01-01,0.04368037188426705,0.016109641740803076,0.40197897340754485
79,NM,225,47,3933,21.960062578222768,75387.71961201502,586,213,2016-01-01,0.052521008403361345,0.018440709617180206,0.363481228668942
403,PA,1184,227,24790,20.440468074891985,77548.8448631781,2724,1442,2016-01-01,0.04450458577657495,0.015148098030371373,0.5293685756240822
25,SD,70,12,1428,22.37498316498318,75686.23592592592,216,81,2016-01-01,0.04560260586319218,0.016286644951140065,0.375
972,NY,2643,562,57541,17.859818497779493,83871.04770418999,7682,2676,2016-01-01,0.04282381152986163,0.01574905214038044,0.3483467846914866
880,TX,2887,555,57787,20.360951420554183,84901.58665117505,8246,3158,2016-01-01,0.046482796374116474,0.014168639005619153,0.3829735629396071
41,WV,181,30,3368,21.78337807606264,71554.71096196868,289,158,2016-01-01,0.05,0.011325966850828728,0.5467128027681661
316,GA,1170,190,23234,20.065144332316333,78458.91734804038,2976,1285,2016-01-01,0.046969088719389804,0.012685668406262545,0.43178763440860213
237,MA,780,174,15924,17.734956550802156,85619.92142045456,2151,841,2016-01-01,0.04557405784399649,0.013847502191060474,0.3909809390980939
76,KS,309,63,6448,20.942537710736456,78259.27854480922,781,346,2016-01-01,0.04480858468677494,0.011020881670533642,0.44302176696542894
205,CO,937,142,14419,19.082780022034484,79320.29833639368,1954,769,2016-01-01,0.05967012672737693,0.013054830287206266,0.39355168884339814
806,FL,2424,441,47978,19.53224304068524,75494.69281584583,6916,2424,2016-01-01,0.04693217680884432,0.015605336018122326,0.35049161364950837
